Ref number,Nerve Terminal Perimeter (um),Nerve Terminal Area (um2),Total Length of Branches (um),Average Length of Branches (um),Complexity,AChR Perimeter (um),AChR Area (um2),Endplate Diameter (um),Endplate Perimeter (um),Endplate Area (um2),Compactness,Unoccupied AChR Area (um2),Area of Synaptic Contact (um2),Overlap,Manual Endplate Area,Manual Compactness,Fragmentation,Animal,Genotype,Gender
2M97.tif,381.5888038,340.7246022,220.1714003,1.761371203,6.28128063,303.4382333,304.0275702,36.08478,118.2713108,574.9397388,0.52879902,80.89284024,223.13473,0.766374221,741.322,0.410115402,7,11,HOM,M
2M130.tif,610.0494132,427.6147859,305.6206168,1.660981613,6.664026123,498.203026,458.5996627,54.48564063,167.2208017,870.7975013,0.526643292,121.3057088,337.2939539,0.828218166,1103.1505,0.41571813,5,11,HOM,M
2M187.tif,566.407411,405.8565914,325.7694139,1.723647692,6.814021942,655.9659921,456.9640236,137.1831905,140.1797575,847.1939703,0.539385359,118.5712557,338.3927679,0.74535142,987.3724,0.46280818,3,28,HOM,M
2M92.tif,500.7626805,355.7389307,238.4884885,1.124945701,6.466931659,415.4722584,370.845526,48.90971258,153.7934444,764.1538295,0.485302189,95.9491082,274.8964178,0.801411382,912.7621,0.406289356,7,10,HOM,M
2M17.tif,431.9582919,290.7998629,215.5005428,1.710321768,6.19904028,313.3370865,296.2939329,38.57758813,116.4726084,574.0757859,0.516123376,75.67557078,220.6183621,0.856245046,702.9474,0.421502282,3,18,HOM,M
2M184.tif,416.863987,206.199574,191.871499,1.128655877,6.215889926,321.3613654,295.1280157,39.73636773,128.4101429,657.6779155,0.448742475,73.68764014,221.4403756,0.862668751,778.0358,0.379324468,3,14,HOM,M
2M59.tif,987.0253966,477.9756956,557.114238,0.91330203,7.977562665,513.4376364,467.7089145,49.94657183,259.2122914,1007.889225,0.464047936,116.4994461,351.2094684,0.84766858,1576.2277,0.296726745,16,35,HOM,M
2M45.tif,461.1720058,290.4727351,216.4163972,2.431644913,5.90792946,397.720859,373.9993738,47.56494974,151.8176173,681.2562828,0.548984843,91.76354959,282.2358242,0.910177626,957.327,0.390670454,8,14,HOM,M
2M112.tif,795.1128495,385.5746661,327.2347809,0.943039714,6.838806697,667.0803744,492.7048357,130.1418805,204.0073761,1036.559043,0.475327324,118.3699462,374.3348895,0.833656793,1450.0822,0.339777177,8,10,HOM,M
2M162.tif,463.087212,359.8322225,245.9069093,2.235517357,6.178174524,371.8886435,527.0113181,40.92895877,135.9630145,849.1651252,0.620622895,126.1119715,400.8993467,0.953923285,967.4931,0.544718425,5,11,HOM,M
2M136.tif,541.2292318,343.953941,290.3258482,1.165967262,6.85769308,358.8927157,445.095155,44.64449729,229.6871936,636.9094924,0.698835801,104.8989901,340.1961649,0.85308307,1298.2445,0.34284386,7,10,HOM,M
2M168.tif,654.4657684,333.9807362,339.50723,1.031936869,7.166375799,526.8526303,408.7839661,68.11771463,180.4573627,709.5654217,0.576104688,96.28462392,312.4993422,0.803755002,937.5232,0.43602544,19,18,HOM,M
2M35.tif,358.4933674,261.8029168,180.9728315,1.846661546,6.016143775,295.2139532,281.9003085,39.65300585,108.90514,441.2115605,0.638923214,64.93067983,216.9696286,0.836378243,502.0406,0.561508987,4,11,HOM,M
2M81.tif,705.3933198,396.9905885,329.7075878,1.177527099,6.981818914,709.2347872,571.9033216,60.56678931,228.0373474,1230.059347,0.464939617,129.3329224,442.5703992,0.885174973,1523.4595,0.375397785,16,10,HOM,M
2M54.tif,312.2149137,174.5101142,150.2917088,0.951213347,6.075603172,286.3198439,203.0373383,107.1639285,109.5619517,505.0853658,0.401986183,45.44560436,157.591734,0.817276708,564.7736,0.359502176,7,28,HOM,M
2M93.tif,964.2568661,602.4268642,468.5511165,1.220185199,7.373419076,819.4272445,739.4095451,70.26250958,425.9893002,1245.023348,0.593892112,154.1694736,585.2400715,0.872640439,2927.8611,0.252542563,13,17,HOM,M
2M28.tif,338.0067682,189.5328306,156.4279333,1.409260661,5.857057033,293.594609,231.4890714,30.56443699,99.12660342,480.2823662,0.481985365,47.41675921,184.0723122,0.907022248,529.0663,0.437542651,2,14,HOM,M
2M89.tif,382.0992638,296.8223701,194.985404,1.666541915,6.00674312,394.9412144,354.4639709,41.0711436,132.6973658,753.0230954,0.470721248,71.87585525,282.5881157,0.851155967,930.3264,0.381010332,6,17,HOM,M
2M63.tif,275.6324243,275.0893393,132.890475,1.197211486,5.624575036,231.7843746,289.0635691,37.14712715,123.285171,536.4644736,0.538830777,56.95379357,232.1097755,0.802971389,709.1376,0.407626911,8,18,HOM,M
2M171.tif,377.2218963,334.8866286,152.5813448,1.271511207,5.607467807,335.5680844,380.1644751,71.97619345,189.0080068,605.5471604,0.62780325,70.95318702,309.2112881,0.813361869,932.7421,0.407577266,8,18,HOM,M
2M163.tif,366.3528851,337.7804517,202.7701665,1.662050545,6.164804375,323.4175312,394.6252027,44.98523599,129.3206053,590.4825046,0.668309729,70.83575651,323.7894462,0.82049865,766.5108,0.514833193,3,28,HOM,M
2M101.tif,281.5773899,242.183635,143.8807279,2.438656405,5.51902747,285.7680978,290.3385288,30.63351607,101.8595698,484.68601,0.599023951,50.80546799,239.5330608,0.825013001,547.7378,0.530068454,8,18,HOM,M
2M90.tif,386.3582181,301.7796149,209.9138309,2.306745395,6.104817435,352.7845681,352.5599192,141.0965495,123.2483518,644.9115424,0.5466795,60.65285439,291.9070648,0.827964408,725.3682,0.486042701,7,28,HOM,M
2M109.tif,726.6386377,481.6831443,347.2004071,0.925867752,7.062828787,507.1409259,528.7895515,143.8717498,222.8295322,944.4851414,0.559870694,90.80732978,437.9822217,0.828273215,1460.047,0.362172965,12,35,HOM,M
2M146.tif,764.8591519,588.3016524,363.5026156,1.094887396,6.960167419,615.4150183,651.52959,65.33284526,345.5467809,1173.08039,0.555400632,110.0156048,541.5139852,0.831142581,2235.189,0.291487472,17,17,HOM,M
2M47.tif,232.8488142,275.7268192,144.1554842,3.067137963,5.433423096,231.6332851,299.5819869,33.60000108,100.9675171,427.5225191,0.700739665,50.30219441,249.2797925,0.83209206,495.347,0.60479217,2,11,HOM,M
2M143.tif,529.0259541,362.1556688,259.8278963,1.451552493,6.544449119,547.4719096,428.7387636,66.56503951,203.1819904,874.0603916,0.490513891,70.23182822,358.5069354,0.836189694,1125.672,0.380873615,7,35,HOM,M
2M126.tif,539.5857027,371.0468354,241.1444663,1.479413904,6.336089162,495.9544845,468.5980312,128.812831,221.8063788,1041.885355,0.449759687,74.40061104,394.1974201,0.841227222,1566.0867,0.299215893,17,35,HOM,M
2M25.tif,433.8842822,284.8444589,215.0426156,1.287680333,6.322545322,339.1810112,317.1881744,38.64797098,122.3210591,666.9381494,0.47558859,49.39630197,267.7918724,0.844268148,758.1565,0.418367678,5,18,HOM,M
2M09.tif,330.5811845,282.3532547,158.442813,2.141119095,5.516262295,329.2100989,314.5963154,37.94423619,118.6001792,652.6703434,0.482014111,48.73365842,265.862657,0.845091452,741.3472,0.424357596,7,18,HOM,M
2M53.tif,437.6464482,239.4911214,223.1021344,0.987177586,6.598476516,323.4682931,296.4029755,68.01197999,198.7737968,606.8808354,0.488403914,43.99449886,252.4084766,0.851572007,1078.9178,0.274722482,12,18,HOM,M
2M21.tif,417.7661697,346.8477641,212.1118815,2.209498766,6.034747862,311.0723688,396.1350234,44.91245818,129.686947,580.5344635,0.68236263,58.65653585,337.4784876,0.851927923,744.4423,0.532123206,7,35,HOM,M
2M119.tif,527.4142354,306.5019987,243.6172732,1.11240764,6.530336081,491.0441106,427.136676,71.32530444,195.2519929,762.7446634,0.55999956,61.83554731,365.3011287,0.85523241,1197.0111,0.356836019,6,17,HOM,M
2M30.tif,187.3966713,123.8053009,86.82299813,1.523210494,5.004990526,177.1330556,215.7869357,87.49981204,85.51449588,356.9803388,0.604478489,29.97832964,185.8086061,0.861074399,389.0053,0.554714642,1,10,HOM,M
2M153.tif,247.2358165,135.6909453,103.7663047,1.820461486,5.088320958,229.6675879,241.7474646,35.11450784,95.71841577,360.4277629,0.670723761,30.52354268,211.2239219,0.8737379,412.634,0.585864143,5,14,HOM,M
2M42.tif,751.4048343,446.26946,382.4608019,1.262246871,7.224678134,474.7818799,600.7576735,59.31527396,196.513546,1145.61004,0.524399798,73.87217378,526.8854998,0.877034989,1435.6382,0.418460357,3,11,HOM,M
2M155.tif,256.1804167,219.217584,111.0015546,1.982170617,5.261864419,265.1580234,269.6204331,34.81813001,102.7125699,454.8334988,0.592789304,32.50308543,237.1173477,0.879448731,533.621,0.505265784,5,17,HOM,M
2M103.tif,301.9061992,240.4976685,136.00438,2.029916119,5.524057025,362.7415376,295.6145135,43.69230306,155.3645312,561.6868679,0.526297712,34.39036136,261.2241522,0.883664841,783.7731,0.377168486,8,18,HOM,M
2M129.tif,428.0926396,243.67668,189.8566193,1.680147074,5.966182939,402.1905985,355.1014508,45.622789,141.7079789,811.1008667,0.437801839,40.2283349,314.8731159,0.886713122,1014.524,0.350017792,2,35,HOM,M
2M10.tif,418.5150294,327.329137,211.0128562,2.60509699,5.980981962,336.2801249,386.5308859,37.68448772,140.0318266,698.6779366,0.553231848,42.16593819,344.3649477,0.890911853,867.0397,0.445805291,13,14,HOM,M
2M108.tif,421.9575318,271.197357,199.4730906,1.76524859,6.094587018,413.3018222,360.1174108,65.41034509,186.5908912,650.5482065,0.553559916,39.0288662,321.0885446,0.891621829,1008.3589,0.357132179,6,14,HOM,M
2M148.tif,335.9344262,214.9900859,147.635731,1.570592883,5.723016272,251.4992377,323.3868273,40.46708699,110.0041653,465.3854682,0.694879513,34.88524705,288.5015803,0.892125331,534.5017,0.605024881,6,11,HOM,M
2M110.tif,285.5296981,178.1085203,143.2396298,1.418214157,5.795063316,322.5216657,297.61922,53.17510966,157.8860581,528.2862779,0.563367311,31.72301138,265.8962086,0.893410744,757.3009,0.392999955,6,18,HOM,M
2M157.tif,408.1155752,324.9469754,187.5669833,1.109863807,6.016386991,315.3865519,391.2868213,48.8016355,131.5738847,721.4426782,0.542367167,40.27027437,351.0165469,0.897082467,827.6586,0.472763554,2,17,HOM,M
2M87.tif,226.4156109,184.5168706,104.5905737,2.432338923,5.063906859,219.0106703,256.2333558,34.23495148,94.00386494,355.7724822,0.720216904,26.33798407,229.8953718,0.897210947,384.1487,0.667016069,2,10,HOM,M
2M11.tif,307.4159225,227.5719254,136.4623072,2.527079763,5.351990999,300.3725858,290.1539952,44.341354,116.7967389,572.7840503,0.506567868,29.7854081,260.3685871,0.897346207,634.0912,0.45759032,6,14,HOM,M
2M141.tif,540.306677,448.6432337,271.8255891,1.788326244,6.469832138,477.9754695,599.2730165,57.19985567,227.1053168,1038.24501,0.577198071,60.34250235,538.9305141,0.899307159,1592.3324,0.376349195,10,14,HOM,M
2M133.tif,306.8470752,179.1234553,137.6529179,1.286475868,5.761455267,246.7399533,266.4078701,37.70885259,107.2473973,477.3382157,0.558111338,26.421863,239.9860071,0.900821763,565.8976,0.470770454,9,11,HOM,M
2M183.tif,475.5260016,288.1073493,189.3071067,1.502437355,5.961416062,462.4935256,440.3727712,46.744477,161.2704441,869.1618621,0.506663707,41.1845547,399.1882165,0.906477972,1090.0403,0.40399678,22,18,HOM,M
2M08.tif,779.9756792,463.0116944,388.7801973,1.300268218,7.162840879,527.8192466,685.6012114,79.80119655,323.785611,1113.652168,0.615633167,53.46443008,632.1367813,0.92201818,2198.7771,0.311810238,13,17,HOM,M
2M75.tif,402.30999,211.769135,176.2103886,0.937289301,6.229798479,317.8566628,319.9142396,102.8559551,151.1423961,519.5964207,0.615697543,23.51965201,296.3945876,0.926481384,620.3602,0.515691109,3,35,HOM,M
2M127.tif,141.6416951,143.9530199,54.21858111,1.549102317,4.216735918,155.2115913,170.450374,121.5095839,79.45302647,251.0999653,0.678814805,11.91080808,158.5395659,0.930121549,277.2534,0.614781907,5,35,HOM,M
2M85.tif,418.6728193,356.493841,188.5744232,2.118813743,5.955332055,360.4041067,510.7304178,139.0326422,148.3840487,772.583662,0.661068106,31.80689031,478.9235275,0.937722741,905.3892,0.564100409,4,11,HOM,M
2M104.tif,293.1492368,178.4356481,163.3884269,1.815426965,5.913474909,228.7463415,273.470476,34.45426765,107.2289877,400.8825709,0.682171029,15.29112897,258.179347,0.9440849,535.9864,0.510219058,1,28,HOM,M
2M164.tif,351.5322198,254.6396562,162.380987,2.055455532,5.762146176,304.9327941,405.1771721,35.97209846,113.6675829,675.2673272,0.600024843,13.4457925,391.7313796,0.96681503,758.1816,0.534406496,6,11,HOM,M
2M139.tif,459.8631203,384.1403364,194.3443059,2.699226471,5.618368214,465.1068296,572.9098687,69.12183259,193.4256761,927.5332096,0.617670465,18.11784891,554.7920198,0.968375743,1291.9285,0.443453232,8,17,HOM,M
