Ref number,Nerve Terminal Perimeter (um),Nerve Terminal Area (um2),Total Length of Branches (um),Average Length of Branches (um),Complexity,AChR Perimeter (um),AChR Area (um2),Endplate Diameter (um),Endplate Perimeter (um),Endplate Area (um2),Compactness,Unoccupied AChR Area (um2),Area of Synaptic Contact (um2),Overlap,Manual Endplate Area (um2),Manual Compactness,Fragmentation,Animal,Genotype,Gender
3monthNMJ_153.tif,819.9977834,617.9276905,443.2735348,1.182062759,7.307347591,509.6570607,665.0424856,64.2411647,216.5042822,1454.552916,0.457214364,87.09988107,577.9426045,0.869031103,1831.764893,0.36306105,9,529,HOM,M
3monthNMJ_174.tif,598.8344323,489.3832301,305.8037877,1.047273246,6.81462425,429.3573513,526.9945424,57.19692276,234.6988203,1060.430987,0.496962602,53.83349737,473.161045,0.897848093,1613.344116,0.326647327,5,529,HOM,M
3monthNMJ_16.tif,457.7063559,342.1924835,214.6762739,1.626335408,6.119624099,410.3926563,447.5695834,56.43513903,160.641901,865.5718439,0.517079647,46.01598108,401.5536023,0.897186979,1024.81604,0.436731634,8,529,HOM,M
3monthNMJ_138.tif,282.3253244,215.2668863,127.486934,1.327988895,5.58021792,340.7473601,312.1722143,30.84675969,102.2649642,571.1232475,0.546593429,18.75532878,293.4168856,0.939919929,635.760376,0.491021816,4,529,HOM,M
3monthNMJ_03.tif,371.9597775,284.366349,195.5349167,1.761575826,6.026743379,351.4233414,386.9083411,136.8430542,135.0347967,653.3413748,0.592199356,23.70418566,363.2041555,0.938734364,816.6116943,0.473797208,5,529,HOM,M
3monthNMJ_171.tif,242.7384625,205.0672084,118.5115607,1.645993899,5.317770498,195.552705,295.8242109,31.43636078,95.61335021,486.4726312,0.608100419,7.23875167,288.5854592,0.975530226,563.5657349,0.524915183,2,529,HOM,M
3monthNMJ_118.tif,464.4484386,365.8379539,207.5326095,1.976501042,5.838512121,404.6048264,463.8588716,141.0497265,272.5574597,740.6174017,0.626313763,69.22528105,394.6335906,0.850762192,1679.524536,0.276184635,8,529,HOM,M
3monthNMJ_166.tif,187.8166625,125.7177405,86.18190004,1.795456251,4.849145168,158.0473898,175.1475941,28.14460987,123.9680177,314.6718065,0.556604025,10.8036062,164.3439879,0.93831713,494.1894836,0.354413843,3,529,HOM,M
3monthNMJ_60.tif,281.6602331,274.2253863,132.7988895,1.74735381,5.296264107,282.0970547,286.8994927,132.8484312,115.2424825,542.6547386,0.52869619,53.71606687,233.1834258,0.812770436,681.9608765,0.420697877,6,529,HOM,M
3monthNMJ_34.tif,467.8696438,313.6568714,215.4089574,1.669836879,6.067102759,430.2157435,474.1424285,89.5702336,207.4746053,1033.220662,0.458897548,31.3371683,442.8052602,0.93390769,1390.192627,0.341062396,9,529,HOM,M
3monthNMJ_58.tif,339.9787825,235.1210291,153.4971992,2.01969999,5.543455857,309.1939818,340.112286,45.62701742,122.9448643,735.3749685,0.462501854,13.49611986,326.6161661,0.960318635,809.9685059,0.419908038,5,529,HOM,M
3monthNMJ_119.tif,492.9018545,324.9218117,228.6888463,1.456616856,6.203699792,419.717541,376.4234748,59.12427232,157.2813166,867.7694719,0.433782804,42.16593819,334.2575367,0.887982708,997.5385742,0.3773523,8,529,HOM,M
3monthNMJ_06.tif,512.195147,302.0648033,254.0580135,1.728285806,6.384896249,494.5135732,378.5372239,62.75367323,191.5349258,752.1423667,0.503278689,74.35867158,304.1785523,0.803563119,1117.06604,0.338867364,9,529,HOM,M
3monthNMJ_100.tif,383.7877795,257.4999277,182.1634423,1.897535857,5.883015087,311.5698113,398.5926761,40.04337109,123.3886572,652.0244756,0.611315512,40.20317122,358.3895049,0.899137205,743.4105835,0.53616761,7,529,HOM,M
3monthNMJ_75.tif,278.2879395,246.964734,145.1629241,1.52803078,5.710588985,290.1258005,288.9041991,36.42867763,117.991625,478.6215633,0.603617182,21.54849716,267.355702,0.925413001,657.652771,0.43929595,5,529,HOM,M
3monthNMJ_67.tif,280.4936156,225.8943468,150.3832942,1.566492648,5.791320289,271.3283711,278.7884001,89.38307385,180.7722884,449.5742898,0.620116422,30.32223325,248.4661669,0.891235671,833.496521,0.33448058,5,529,HOM,M
3monthNMJ_36.tif,370.6283987,332.8148191,256.9887476,2.089339412,6.577405126,254.6322065,343.6603647,49.56625731,132.2564605,481.0121129,0.714452621,67.34639302,276.3139717,0.80403212,586.548584,0.585902641,6,529,HOM,M
3monthNMJ_150.tif,765.3473896,596.5217876,391.0698334,1.657075565,6.912011433,517.8705567,652.9890833,72.63701321,197.1351178,1313.544046,0.497120051,122.3625833,530.6265,0.812611594,1480.630859,0.441020852,9,530,HOM,M
3monthNMJ_07.tif,396.5399156,312.0212323,189.8566193,2.182259992,5.841194286,433.8658726,357.5842671,138.5780637,214.7217559,781.3741738,0.457635124,73.82184643,283.7624207,0.793553987,1034.88147,0.345531616,12,530,HOM,M
3monthNMJ_74.tif,348.2995775,301.376996,181.4307588,3.628615175,5.578025221,304.8683605,421.3406419,38.65296242,130.1866229,773.0030566,0.545069827,17.06097439,404.2796676,0.959507883,910.421936,0.462797111,6,530,HOM,M
3monthNMJ_38.tif,199.2735849,146.7126367,87.37251078,1.432336242,4.922050709,170.3465282,188.7527565,35.30461356,97.38917607,338.70312,0.557280832,16.91838021,171.8343763,0.910367507,402.1407471,0.469369886,6,530,HOM,M
3monthNMJ_172.tif,389.7673308,363.8835748,189.3986921,3.054817615,5.61383671,370.426435,469.1013048,58.12393371,241.4561541,832.2551329,0.56365084,28.61110307,440.4902017,0.93900869,1293.991821,0.36252262,10,530,HOM,M
3monthNMJ_78.tif,403.877535,367.3897141,168.2424552,3.115601023,5.280548652,413.5770411,543.1328485,51.49431637,167.1617602,1067.476817,0.508800604,17.33777486,525.7950737,0.968078206,1243.211548,0.436878864,9,530,HOM,M
3monthNMJ_177.tif,239.0420384,243.752171,106.9717952,1.782863253,5.111911062,221.4585589,264.4954305,147.8202921,109.267669,426.5495235,0.620081411,18.43658885,246.0588416,0.930295246,518.3214722,0.51029225,7,530,HOM,M
3monthNMJ_132.tif,437.5270568,419.0004198,236.1988525,1.984864307,6.265198634,393.7618503,563.6244712,43.58091072,142.8882681,997.8908562,0.564815749,21.76658237,541.8578888,0.961381055,1117.946777,0.504160379,7,530,HOM,M
3monthNMJ_44.tif,360.7199576,252.3329856,166.2275755,2.027165555,5.577310149,450.7068097,316.8610465,51.85329565,183.9744287,732.9592553,0.432303766,62.84209447,254.0189521,0.80167302,1017.3927,0.311444191,10,530,HOM,M
3monthNMJ_148.tif,172.0915811,151.2672626,68.13956815,3.406978408,4.028745435,171.6547595,198.6672461,26.7462419,83.67739501,398.7772097,0.498191073,9.93965322,188.7275928,0.949968334,446.7308044,0.444713559,4,530,HOM,M
3monthNMJ_11.tif,395.9170355,332.739328,181.2475879,1.794530573,5.618236659,401.8588425,506.7461686,64.85756073,279.4100001,902.8392526,0.561280612,18.30238256,488.4437861,0.963882544,1689.111938,0.300007452,6,530,HOM,M
3monthNMJ_51.tif,462.2519673,363.8164716,254.149599,2.443746144,6.299033079,384.0960048,527.7997801,43.46064529,136.3347483,973.0794687,0.542401517,14.67042488,513.1293552,0.972204564,1102.118774,0.478895553,8,531,HOM,M
3monthNMJ_155.tif,372.6940403,359.3625005,208.7232202,2.220459789,6.151476357,331.318335,403.2898962,45.48256935,184.7077664,692.8902904,0.582040046,47.20706189,356.0828343,0.882945092,1080.075439,0.373390489,5,531,HOM,M
3monthNMJ_59.tif,393.3701276,361.5601284,193.8863787,2.518004919,5.761075142,349.2131984,399.5572838,127.6634362,174.1054234,888.4959555,0.449700735,45.9992053,353.5580785,0.884874567,1153.12561,0.346499358,8,531,HOM,M
